medicine,ceil_price
"dapagliflozin,
vildagliptin (as
sustained release) and",16.29
"dapagliflozin,
sitagliptin and
metformin
hydrochloride (er)
tablets
m/s akums drugs &
pharmaceuticals ltd.
/ m/s alkem
laboratories limited",13.62
"linagliptin +
metformin
hydrochloride
extended release
tablet
m/s exemed
pharmaceuticals /
m/s intas
pharmaceuticalsltd.",14.37
"linagliptin + metformin
hydrochloride (er)
tablet
m/s synokem
pharmaceuticals ltd. /
m/s cipla ltd.",14.37
"linagliptin + metformin
hydrochloride (er)",14.37
"glimepiride &
lobeglitazone sulfate
tablet
m/s.glenmark
pharmaceuticals
limited",11.39
"com bikit of
clarithromycin tablets
ip, esomeprazole
tablets ip & amoxicillin
tablets usp
m/s malik lifesciences
pvt. ltd. / m/s cipla
limited",151.98
"phe nylephrine
hydrochloride and
chlorphenirami ne
maleate
drops ip
m/s akums drugs &
pharmaceuticals ltd. /
m/s apex laboratories
pvt. ltd.",4.28
"ofl oxacin and
dexamethasone eye /
ear drops
m/s axa parenterals
ltd. / m/s intas
pharmaceuticals ltd",6.0
"mo ntelukast and
fexofenadine
hydrochloride
suspension
m/s synokem
pharmaceuticals ltd. /
m/s cipla ltd.",1.79
"lina gliptin + metformin
hydrochloride (er)
tablet",9.6
"cal cium, vitamin d3
& vitamin b12
tablets
m/s pure and cure
healthcare pvt.
ltd. / m/s cipla ltd.",8.58
"ato rvastatin,
clopidogrel and aspiri
n capsules
m/s safetab life science
/ m/s lupin limited",13.22
"ferrous ascorbate,
folic acid, zinc &
cyanocobalamin tablets
m/s pure and cure
healthcare pvt. ltd. /
m/s cipla ltd.",10.37
"me thylcobalami n,
nicotinamide,
pyridoxine
hydrochloride & d-
panthenol injection",66.5
"nim esulide &
paracetamol tablet
m/s lucent biotech
limited / m/s torrent
pharmaceuticals
ltd.",3.91
"sita gliptin phosphate &
metformin
hydrochloride tablet
m/s windlas biotech
limited",9.16
"sita gliptin phosphate &
metformin
hydrochloride
tablet
m/s windlas biotech
limited",10.37
"sita gliptin, pioglitazone
and metformin
hydrochloride
(sustained released)
tablet
m/s akums drugs &
pharmaceuticals ltd.
/ m/s zuventus
healthcare limited",17.16
"lina gliptin + metformin
hydrochloride (er)
tablet
m/s exemed
pharmaceuticals / m/s
eris lifesciences
limited",14.37
"lina gliptin + metformin
hydrochloride (er)
tablet
m/s alkem health
science
(a unit of alkem
laboratories ltd.)
/ m/s alkem
laboratories ltd.",14.37
"lina gliptin + metformin
hydrochloride (er)
tablet
m/s alkem health
science
(a unit of alkem
laboratories ltd.)
/ m/s alkem
laboratories ltd.",12.92
"potassium clavulanate
oral suspension
m/s malik life
sciences pvt. ltd. / m/s
blue cross
laboratories pvt. ltd.",4.16
"vild agliptin +
metformin
hydrochloride tablet
m/s skymap
pharmaceuticals pvt.
ltd. / m/s glensmith
labs
pvt. ltd.",8.32
"vild agliptin +
metformin
hydrochloride tablet
m/s skymap
pharmaceuticals pvt.
ltd. / m/s glensmith
labs pvt. ltd.",7.89
"tel misartan and
bisoprolol fumarate
tablets",9.62
"ato rvastatin &
ezetimibe tablets
m/s mascot health
series pvt. ltd. / m/s
eris lifesciences
limited",32.61
"cho lecalciferol
(vitamin d3) oral
solution 60000iu
m/s ravenbhel
healthcare pvt. ltd. /
m/s zuventus
healthcare limited",12.27
"tel misartan and
metoprolol succinate
(er) tablet
m/s pure and cure
healthcare pvt.
ltd. / m/s la renon
healthcare pvt. ltd.",11.96
"cef triaxone &
sulbactam for
injection
m/s scott-edil
advance research
laboratories and
eduction ltd. / m/s
j.b. chemicals &
pharmaceuticals",142.48
"rab eprazole sodium
and domperidone sr
capsules
m/s aagya biotech
pvt. ltd. / m/s
german remedies
pharmaceuticals pvt.
ltd.",11.52
"me tronidazole,
lignocaine
hydrochloride and
chlorhexidine
gluconate gel
m/s j.b. chemicals &
pharmaceuticals ltd.",4.22
"ros uvastatin +
clopidogrel capsules
m/s skymap
pharmaceuticals pvt.
ltd. / m/s glensmith
labs pvt. ltd.",19.21
"ros uvastatin +
clopidogrel capsules
m/s skymap
pharmaceuticals pvt.
ltd.",19.21
"m/s akums drugs &
pharmaceuticals ltd. /
m/s cipla ltd.",26.78
"par acetamol,
phenylephrine
hydrochloride,
chlorpheniramine
maleate, ammonium
chloride, sodium
citrate & menthol
suspension
m/s windlas biotech
limited / m/s intas
pharmaceuticals ltd.",0.82
"sita gliptin phosphate,
metformin
hydrochloride and
glimepiride tablets
m/s sun pharma
laboratories limited",13.1
"sita gliptin phosphate,
metformin
hydrochloride and
glimepiride tablets
m/s sun pharma
laboratories limited",14.6
"linagliptin + metformin
hydrochloride (er)
tablet
m/s exemed
pharmaceuticals / m/s
emcure",14.37
"biso prolol fumarate &
amlodipine tablet
m/s swiss garnier
biotech private limited
/ m/s zydus healthcare
limited",6.74
"ace clofenac +
paracetamol +
serratiopeptid ase
tablet
m/s akums drugs &
pharmaceuticals ltd.
/m/s apex
laboratories private
limited",8.0
"pov idone iodine
gargle
m/s stedman
pharmaceuticals pvt.
ltd.",1.93
"am oxycillin +
potassium
clavulanate tablets ip
m/s theon
pharmaceuticals ltd.
/ m/s j.b. chemicals
& pharmaceuticals",40.03
"tra stuzumab 150mg
m/s hetero
biopharma limited /
m/s mankind pharma
limited",15817.49
"nor ethisterone
acetate controlled
release tablet
m/s akums
drugs &
pharmaceuticals ltd. /
m/s group
pharmaceuticals
ltd.",15.8
"sod ium alginate,
sodium bicarbonate
& calcium
carbonate oral
suspension
m/s skymap
pharmaceuticals pvt.
ltd.",0.9
"sod ium alginate,
sodium bicarbonate
& calcium carbonate
oral
suspension
m/s skymap
pharmaceuticals pvt.
ltd. / m/s glensmith
labs pvt. ltd.",0.9
"sod ium alginate,
sodium bicarbonate
& calcium
carbonate oral",0.9
"am oxycillin and
potassium
clavulanate oral
suspension
m/s alps
communication pvt.
ltd. / m/s aristo
pharmaceuticals pvt.
ltd.",3.17
"cef uroxime axetil &
potassium
clavulanate ip tablets
m/s theon
pharmaceuticals ltd.
/ m/s torrent
pharmaceuticals ltd.",56.98
"am oxycillin and
potassium
clavulanate tablets ip
m/s brooks
laboratories ltd. /
m/s german
remedies
pharmaceuticals
private limited",40.03
"zol pidem tartrate
prolonged release",14.12
"dic lofenac
diethylamine, virgin
linseed oil, methyl
salicylate, menthol &
capsacin gel
m/s curetech
skincare / m/s j.b.
chemicals &
pharmaceuticals ltd.",3.41
"om eprazole &
domperidone
capsules ip
m/s innova captab
limited / m/s eris
healthcare pvt.ltd.",6.18
"lina gliptin,
metformin
hydrochloride
(extended release)
tablets
m/s synokem
pharmaceuticals
limited / m/s
mankind pharma",9.18
"sita gliptin phosphate,
metformin
hydrochloride and
glimepiride tablets
m/s synokem
pharmaceuticals ltd.
/ m/s mankind
pharma limited",13.35
"sita gliptin phosphate,
metformin
hydrochloride and
glimepiride tablets
m/s exemed
pharmaceuticals /
m/s glenmark
pharmaceuticals
limited",13.35
"sita gliptin phosphate,
metformin
hydrochloride and
glimepiride tablets
m/s exemed
pharmaceuticals /
m/s emcure
pharmaceuticals
limited",13.35
"sita gliptin phosphate,
metformin",13.35
"sita gliptin phosphate,
metformin
hydrochloride and
glimepiride tablets
m/s exemed
pharmaceuticals /
m/s micro labs
limited",13.39
"sita gliptin phosphate,
metformin
hydrochloride and
glimepiride tablets
m/s exemed
pharmaceuticals /
m/s abbott
healthcare pvt.
ltd.",15.03
"sita gliptin phosphate,
metformin
hydrochloride and
glimepiride tablets
m/s exemed
pharmaceuticals /",15.03
"sita gliptin phosphate,
metformin
hydrochloride and
glimepiride tablets
m/s exemed
pharmaceuticals /
m/s torrent
pharmaceuticals
limited",14.3
"sita gliptin phosphate,
metformin
hydrochloride and
glimepiride tablets
m/s synokem
pharmaceuticals ltd.
/ m/s torrent
pharmaceuticals
limited",14.3
"sita gliptin phosphate,
metformin
hydrochloride and
glimepiride tablets
m/s exemed
pharmaceuticals /
m/s dr. reddy’s
laboratories limited",15.03
"dap agliflozin,
metformin
hydrochloride
extended releaseand
glimepiride tablets
m/s sun pharma
laboratories limited",16.0
"dap agliflozin,
metformin
hydrochloride
extended releaseand
glimepiride tablets
m/s sun pharma
laboratories limited",14.5
"lina gliptin +
metformin
hydrochloride (er)
tablet
m/s exemed
pharmaceuticals ltd.
/ m/s usv private
limited",14.37
"olm esartan
medoxomil,
amlodipine
&hydrochlorothiazid
etablet
m/s pure and cure
healthcare pvt.
ltd. / m/s blue cross
laboratories private
limited",8.92
"olm esartan
medoxomil,
amlodipine &
hydrochlorothiazide
tablet
m/s pure and cure
healthcare pvt.
ltd. / m/s blue cross
laboratories private
limited",10.71
"tel misartan,
amlodipine &
hydrochlorothiazide
tablet
m/s pure and cure
healthcare pvt.
ltd. / m/s mankind
pharma ltd.",16.24
"par acetamol,
phenylephrine hcl &
chlorphenirami ne
maleate",1.06
"cef ixime and
ofloxacin tablets
m/s aagya biotech
pvt. ltd. / m/s
german remedies
pharmaceuticals
private limited",13.87
"par acetamol
paediatric oral
suspension
m/s aristo
pharmaceuticals pvt.
ltd.",1.62
"chl orpheniramine
maleate,
dextromethorphan
hydrobromide &
phenylephrine
hydrochloride
syrup
m/s yacca
lifesciences pvt. ltd.
/ m/s german
remedies
pharmaceuticals
private limited",0.99
"clo pidogrel & aspirin
tablets",4.85
"cef uroxime axetil &
potassium
clavulanate tablets
m/s saitech medicare
pvt. ltd.
/ m/s german
remedies
pharmaceuticals
private limited",56.98
"tel misartan &
chlorthalidone tablet
m/s aristo
pharmaceuticals pvt.
ltd.",17.74
"try psin, bromelain,
rutoside trihydrate
and diclofenac
sodium tablets
m/s synokem
pharmaceutical ltd./
m/s intas
pharmaceuticals ltd.",21.8
"mo ntelukast and
acebrophylline (sr)
tablets
m/s pure and cure
healthcare pvt.
ltd. / m/s apex
laboratories private
limited",17.54
"ace clofenac and
paracetamol tablets
m/s stedman
pharmaceuticals pvt.
ltd.",5.14
"lina gliptin and
metformin
hydrochloride tablet
m/s skymap
pharmaceuticals pvt.
ltd. / m/s german
remedies
pharmaceuticals
private limited",8.56
"par acetamol,
phenylephrine hcl &
chlorpheniramine
maleate tablets
m/s akums drugs and
pharmaceuticals ltd./
m/s blue
cross laboratories
private limited",3.57
"mo xifloxacin
hydrochloride &
dexamethasone
phosphate eye drops
m/s skymap
pharmaceuticals pvt.
ltd. / m/s german",23.27
"vild agliptin and
metformin
hydrochloride tablet
m/s skymap
pharmaceuticals pvt.
ltd. / m/s german
remedies
pharmaceuticals
private limited",8.04
"sita gliptin phosphate
and metformin
hydrochloride tablet
m/s skymap
pharmaceuticals pvt.
ltd. / m/s german
remedies
pharmaceuticals
private limited s",9.13
"sita gliptin phosphate
and metformin
hydrochloride tablets
m/s skymap
pharmaceuticals pvt.
ltd. / m/s german
remedies
pharmaceuticals
private limited",10.39
"me thylcobalamin,
alpha lipoic acid,
vitamin d3,",8.03
"tel misartan &
cilnidipine tablet
m/s windlas biotech
ltd. (plant 2) / m/s
emcure
pharmaceuticals
limited",10.39
"dic lofenac sodium &
paracetamol tablets
m/s pure and cure
healthcare pvt.
ltd. / m/s softdeal
pharmaceuticals
private limited",4.99
"vita min d3
(cholecalciferol)
oral drops
m/s saf fermion
limited",5.53
"tel misartan &
chlorthalidone tablet
m/s akums drugs and
pharmaceuticals ltd.
/ m/s blue cross
laboratories pvt. ltd.",5.35
"tel misartan &
chlorthalidone tablet
m/s akums drugs and
pharmaceuticals ltd.
/ m/s blue cross
laboratories
pvt. ltd.",6.25
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s mascot health
series pvt. ltd. / m/s
mankind pharma ltd.",14.44
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s mascot health
series pvt. ltd. / m/s
alkem laboratories
limited",14.65
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s mascot health
series pvt. ltd. / m/s",14.65
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s mascot health
series pvt. ltd. / m/s
mankind pharma ltd.",16.12
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s mascot health
series pvt. ltd. / m/s
alkem laboratories
limited",16.33
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s mascot health
series pvt. ltd. / m/s
torrent
pharmaceuticals
limited",16.33
"dap agliflozin,
metformin",16.12
"sita gliptin phosphate,
metformin
hydrochloride and
glimepiride tablets
m/s synokem
pharmaceuticals ltd.
/m/s intas
pharmaceuticals ltd.",13.0
"sita gliptin phosphate,
metformin
hydrochloride and
glimepiride tablets
m/s exemed
pharmaceuticals /
m/s cipla ltd.",14.0
"sita gliptin phosphate,
metformin
hydrochloride and
glimepiride tablets
m/s synokem
pharmaceuticals ltd.
/m/s alkem
laboratories limited",15.03
"sita gliptin phosphate,
metformin
hydrochloride and",15.0
"try psin, bromelain,
rutoside trihydrate
and diclofenac
sodium tablets
m/s synokem
pharmaceuticals
limited / m/s neon
laboratories limited",21.8
"dic lofenac
diethylamine, methyl
salicylate & menthol
topical spray
m/s pontika aerotech
limited / m/s cadila
pharmaceuticals ltd.",3.12
"tra nexamic acid
tablet
m/s pure and cure
healthcare pvt.
ltd. / m/s sun
pharmaceutical
industries limited",18.43
"sita gliptin,
pioglitazone and
metformin
hydrochloride
(sustained released)",14.0
"sita gliptin,
pioglitazone and
metformin
hydrochloride
(sustained released)
tablet
m/s akums drugs &
pharmaceuticals ltd.
/ m/s mankind
pharma ltd.",14.0
"me toprolol succinate
extended release,
amlodipine and
telmisartan tablet
m/s ajanta pharma
limited / m/s sun
pharma laboratories
limited",14.6
"lina gliptin &
metformin
hydrochloride
(extended release)
tablets
m/s mascot health
series pvt. ltd. / m/s
lupin limited",13.03
"par acetamol,
phenylephrine
hydrochloride,
caffeine &
diphenhydramine
hydrochloride tablet
m/s aagya biotech
pvt. ltd. / m/s
macleods
pharmaceuticals
limited",3.7
"lina gliptin &
metformin
hydrochloride
(extended release)
tablets
m/s mascot health
series pvt. ltd. / m/s
micro labs ltd.",11.6
"cef podoxime &
potassium
clavulanate tablets
m/s brooks
laboratories ltd. /
m/s german
remedies
pharmaceuticals
private limited",28.49
"cef podoxime proxetil
& potassium
clavulanate oral
suspension
m/s brooks",4.94
"am oxycillin and
potassium
clavulanate tablets ip
m/s malik
lifesciences pvt. ltd.
/ themis medicare
ltd.",17.46
"am oxycillin and
potassium
clavulanate oral
suspension
m/s malik
lifesciences pvt. ltd.
/ themis medicare
ltd.",3.18
"ace clofenac,
paracetamol &
thiocolchicoside
tablets
m/s theon
pharmaceuticals ltd.
/ m/s j.b. chemicals
& pharmaceuticals
ltd.",17.84
"lina gliptin +
metformin
hydrochloride tablet
m/s morepen
laboratories limited",7.92
"ato rvastatin and
fenofibrate tablets
m/s mascot health
series pvt. ltd. / m/s
eris lifesciences
limited",27.09
"ato rvastatin,
clopidogrel & aspirin
capsule
m/s windlas biotech
limited / m/s eris
lifesciences ltd.",13.84
"ato rvastatin &
clopidogrel capsule
m/s windlas biotech
limited / m/s eris
lifesciences ltd.",26.88
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s mascot health
series pvt. ltd. / m/s
alkem laboratories
limited",13.24
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s mascot health
series pvt. ltd. / m/s
eris lifesciences
limited",13.24
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s mascot health
series pvt. ltd. / m/s
eris lifesciences",14.92
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s mascot health
series pvt. ltd. / m/s
mankind pharma ltd.",13.43
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s mascot health
series pvt. ltd. / m/s
micro labs limited",12.5
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s mascot health
series pvt. ltd. / m/s
micro labs limited",13.39
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s mascot health
series pvt. ltd. / m/s
lupin limited",15.11
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s windlas biotech
limited / m/s emcure
pharmaceuticals
limited",14.44
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s windlas biotech
limited / m/s emcure
pharmaceuticals
limited",16.12
"dap agliflozin,
metformin
hydrochloride(extend
ed release) and
glimepiride tablets
m/s akums drugs &
pharmaceuticals ltd.
/ dr. reddy's
laboratories limited",16.23
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s akums drugs and
pharmaceuticals ltd.
/ m/s blue cross
laboratories pvt. ltd.",13.39
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s akums drugs and
pharmaceuticals ltd. /
m/s blue cross
laboratories pvt. ltd.",14.29
"dap agliflozin,
metformin
hydrochloride and
glimepiride tablets
m/s sun pharma
laboratories limited",11.3
"dap agliflozin,
metformin
hydrochloride and
glimepiride tablets
m/s sun pharma
laboratories limited",9.91
"dap agliflozin,
metformin
hydrochloride and
glimepiride tablets
m/s sun pharma
laboratories limited",11.59
"cef triaxone and
sulbactam injection
m/s east african
(india) overseas /
m/s softdeal
pharmaceuticals
private limited",140.09
"rem ogliflozin
etabonate,
vildagliptin &
metformin
hydrochloride tablets
m/s glenmark
pharmaceuticals
limited",8.76
"rem ogliflozin
etabonate,
vildagliptin &
metformin
hydrochloride tablets
m/s glenmark
pharmaceuticals
limited",9.06
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s mascot health
series pvt. ltd. / m/s
la renon healthcare
pvt. ltd.",16.0
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s mascot health
series pvt. ltd. / m/s
primus remedies pvt.
ltd.",16.24
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets",16.43
"dap agliflozin,
metformin
hydrochloride(extend
ed release) and
glimepiride tablets
m/s mascot health
series pvt. ltd. / m/s
primus remedies pvt.
ltd.",14.83
"dic lofenac
diethylamine, methyl
salicylate, virgin
linseed oil &
menthol topical
spray
m/s pontika aerotech
limited / m/s unison
pharmaceuticals pvt.
ltd.",2.73
"pov idone-iodine &
ornidazole ointment
m/s curetech
skincare / m/s j.b.
chemicals &
pharmaceuticals ltd.",4.11
"biso prolol fumarate
and telmisartan
tablets
m/s ravenbhel
healthcare pvt ltd
/ m/s j.b. chemicals",11.21
"tel misartan,
amlodipine &
hydrochlorothiazide
tablets
m/s pure and cure
healthcare pvt.
ltd. / m/s torrent
pharmaceuticals ltd.",10.45
"cef tazidime and
avibactam (as
sodium salt) powder
for concentrate for
solution for infusion
m/s aqua vitoe
laboratories / m/s
emcure
pharmaceuticals
limited",1569.94
"glim epiride &
metformin
hydrochloride (er)
tablets
m/s innova captab",11.28
"cip rofloxacin &
tinidazole tablet
m/s aagya biotech
pvt. ltd. / m/s j. b.
chemicals &
pharmaceuticals ltd.",10.64
"fex ofenadine
hydrochloride &
montelukast tablet
m/s aagya biotech
pvt. ltd. / m/s j. b.
chemicals &
pharmaceuticals ltd.",15.1
"ant acid antigas gel
m/s intas
pharmaceuticals pvt.
ltd.",0.56
"lina gliptin &
metformin
hydrochloride (er)
tablets
m/s mascot health
series pvt. ltd. / m/s
mankind pharma
limited",12.86
"pan toprazole &
domperidone tablet
m/s innova captab
ltd. / dr. reddy's
laboratories limited",7.24
"chl orpheniramine
maleate,
dextromethorphan &
phenylephrine syrup
m/s stedman
pharmaceuticals pvt.
ltd.",1.02
"cef ixime and
ofloxacin oral
suspension
m/s innova captab
ltd. / dr. reddy's
laboratories limited",1.9
"cef tazidime and
avibactam powder
for concentrate for",2074.74
"lina gliptin,
dapagliflozin and
metformin
hydrochloride (sr)
tablets
m/s theon
pharmaceuticals ltd.
/ m/s torrent
pharmaceuticals ltd.",19.0
"lina gliptin,
dapagliflozin and
metformin
hydrochloride (sr)
tablets
m/s theon
pharmaceuticals ltd.
/ m/s zydus
healthcare ltd.",20.78
"lina gliptin,
dapagliflozin and
metformin
hydrochloride (sr)
tablets
m/s theon
pharmaceuticals ltd.",15.89
"lina gliptin,
dapagliflozin and
metformin
hydrochloride (sr)
tablets
m/s theon
pharmaceuticals ltd.
/ m/s intas
pharmaceuticals ltd.",20.78
"lina gliptin,
dapagliflozin and
metformin
hydrochloride (sr)
tablets
m/s theon
pharmaceuticals ltd.
/ m/s torrent
pharmaceuticals ltd.",18.0
"lina gliptin,
dapagliflozin and
metformin
hydrochloride (sr)
tablets
m/s theon
pharmaceuticals ltd.
/ m/s intas
pharmaceuticals ltd.",19.64
"lina gliptin,
dapagliflozin and
metformin
hydrochloride (sr)
tablets
m/s theon
pharmaceuticals ltd.
/ m/s micro labs
limited",15.0
"lina gliptin,
dapagliflozin and
metformin
hydrochloride (sr)
tablets
m/s theon",19.64
"glim epiride &
sitagliptin tablet
m/s exemed
pharmaceuticals /
m/s eris lifesciences
limited",13.7
"dap agliflozin,
vildagliptin (as
sustained release)
and metformin
hydrochloride (as
sustained release)
tablets
m/s ravenbhel
healthcare pvt. ltd./
m/s aristo
pharmaceuticals pvt.
ltd.",13.78
"dap agliflozin,
vildagliptin (as
sustained release)
and metformin
hydrochloride (as
sustained release)
tablets
m/s ravenbhel
healthcare pvt. ltd./
m/s aristo
pharmaceuticals pvt.",15.27
"bic tegravir,
emtricitabine &
tenofovir
alafenamide tablets
m/s hetero labs
limited
/ m/s emcure
pharmaceuticals
limited",132.58
"om eprazole +
domperidone tablets
m/s next wave
(india) / m/s mankind
prime labs pvt. ltd.",3.85
"cef triaxone and
sulbactam injection
m/s zen pharma (p)
limited / m/s hetero
healthcare ltd.",58.9
"cef triaxone and
sulbactam injection
m/s zen pharma (p)
limited / m/s hetero
healthcare ltd.",143.92
"tra nexamic acid and
mefenamic acid
tablets
m/s aagya biotech
pvt. ltd. / m/s j. b.
chemicals &",30.43
"mu pirocin and
sucralfate ointment
m/s stedman
pharmaceuticals pvt.
ltd.",17.05
"cef ixime & ofloxacin
for oral suspension
m/s theon
pharmaceuticals ltd.
/ m/s torrent
pharmaceuticals ltd.",1.9
"dex tromethorphan
hydrobromide,
chlorpheniramine
maleate &
phenylephrine
hydrochloride
tablets
m/s j.k. print pack
(pharma division) /
m/s cadila
pharmaceuticals ltd.",4.69
"tel misartan,
chlorthalidone &
cilnidipine tablets
m/s mascot health",14.07
"sita gliptin,
pioglitazone and
metformin
hydrochloride
(sustained released)
tablet
m/s akums drugs &
pharmaceuticals ltd.
/ m/s glenmark
pharmaceuticals
limited",15.32
"clin damycin &
nicotinamide gel
m/s pharma force
labs / m/s cadila
pharmaceuticals ltd.",5.35
"lido caine &
prilocaine gel
m/s pure & cure
healthcare pvt. ltd. /
m/s ra-vish wellness
pvt.ltd.",11.39
"mo xifloxacin
hydrochloride &
dexamethasone eye
drops",14.0
"telm isartan and
cilnidipine tablet
m/s corona remedies
pvt. ltd.",5.9
"telm isartan,
hydrochlorothiazide
and amlodipine
tablets
m/s corona remedies
pvt. ltd.",4.5
"par acetamol infusion
ip
m/s akums drugs &
pharmaceuticals ltd.
/ dr. reddy's
laboratories limited",3.58
"par acetamol,
phenylephrine
hydrochloride &
chlorpheniramine
maleate tablets
m/s east african
(india) overseas /
m/ssoftdeal
pharmaceutical
private limited",4.83
"me toprolol succinate
(extended release),
amlodipine &
telmisartan tablet
m/s akums drugs &",14.5
"ato rvastatin and
ezetimibe tablets
m/s pure & cure
healthcare pvt. ltd. /
m/s ipca laboratories
limited",24.74
"om eprazole injection
m/s skymap
pharmaceuticals pvt.
ltd. / m/s german
remedies
pharmaceuticals
private ltd.",40.17
"ato rvastatin and
ezetimibe tablets
m/s pure& cure
healthcare pvt. ltd. /
m/s ipca laboratories
limited",33.63
"com bikit of
clarithromycin
tablets ip,
esomeprazole tablets
ip & amoxicillin
tablets usp
m/s malik
lifesciences pvt. ltd.
/ m/s natco pharma
limited",205.48
"me ropenem and
sulbactam for
injection 1.5 gm
m/s gmh organics
/m/s orchid pharma
limited",1620.01
"fex ofenadine
hydrochloride and
montelukast tablets
m/s exemed
pharmaceuticals /
m/s sun
pharmaceutical
industries limited",17.9
"me toprolol succinate
extended release,
amlodipine &
telmisartan tablet
m/s akums drugs &
pharmaceuticals ltd.
/ m/s intas
pharmaceuticals
limited",14.5
"tel misartan and
cilnidipine tablets
m/s macleods
pharmaceuticals
limited",14.28
"cef ixime and
ofloxacin tablets
m/s skymap
pharmaceuticals pvt.
ltd. / m/s eris
healthcare pvt. ltd",14.13
"ada palene and
benzoyl peroxide gel
m/s swiss garnier
life sciences / m/s
mankind pharma ltd.",21.98
"cyc losporin eye
drops
m/s appasamy
ocular devices (p)
ltd. / m/s mankind
pharma ltd.",95.06
"biso prolol fumarate
and telmisartan
tablets
m/s ravenbhel
healthcare pvt. ltd. /",9.65
"dol utegravir,
emtricitabine and
tenofovir
alafenamide tablet
m/s apl healthcare
ltd. / m/s aurobindo
pharma limited",121.21
"biso prolol and
telmisartan tablets
m/s akums drugs &
pharmaceuticals ltd.
/ m/s aristo
pharmaceuticals pvt.
ltd.",9.65
"biso prolol and
telmisartan tablets
m/s akums drugs &
pharmaceuticals ltd.
/ m/s aristo
pharmaceuticals pvt.
ltd.",11.21
"sita gliptin and
glimepiride tablets
m/s exemed
pharmaceuticals /
m/s zydus healthcare
limited",15.27
"sita gliptin,
metformin
hydrochloride and
glimepiride tablets
m/s mascot health
series pvt. ltd. / m/s
alembic
pharmaceuticals
limited",13.54
"lina gliptin,
dapagliflozin &
metformin
hydrochloride (sr)
tablets
m/s theon
pharmaceuticals ltd.
/ m/s la renon
healthcare pvt. ltd.",19.43
"lina gliptin,
dapagliflozin &
metformin
hydrochloride (sr)
tablets
m/s theon
pharmaceuticals ltd.
/ m/s la renon
healthcare pvt. ltd.",20.73
"dap agliflozin,
metformin
hydrochloride
(extended release)
and glimepiride
tablets
m/s mascot health
series pvt. ltd. / m/s
aprica healthcare
limited",15.01
"sita gliptin phosphate,
metformin
hydrochloride and
glimepiride tablets
m/s sun pharma
laboratories limited",12.19
"sita gliptin phosphate,
metformin
hydrochloride and
glimepiride tablets
m/s sun pharma
laboratories limited",13.87
"glim epiride,
voglibose &
metformin
hydrochloride
(extended-release)
tablet
m/s mascot health
series pvt. ltd. / m/s
aristo
pharmaceuticals pvt.
ltd.",14.08
"glim epiride,
voglibose &
metformin
hydrochloride
(extended-release)
tablet
m/s mascot health
series pvt. ltd. / m/s
aristo
pharmaceuticals pvt.
ltd.",11.51
"tel misartan,
amlodipine &",10.23
"biso prolol fumarate
and amlodipine
tablets
m/s swiss garnier
biotech private
limited
/ m/s ipca
laboratories limited",8.97
"tel misartan and
chlorthalidone tablet
m/s innova captab
ltd./ m/s corona
remedies pvt. ltd.",5.8
"dap agliflozin,
vildagliptin (sr) and
metformin
hydrochloride (sr)
tablets
m/s mascot health
series pvt. ltd. / m/s
macleods
pharmaceuticals ltd.",13.17
"dap agliflozin,
sitagliptin and
metformin
hydrochloride",10.27
"ten eligliptin,
dapagliflozin &
metformin
hydrochloride
(sustained release)
tablets
m/s synokem
pharmaceuticals ltd.
/ m/s glenmark
pharmaceuticals
limited",13.39
"sita gliptin and
metformin
hydrochloride
tablets
m/s corona
remedies pvt. ltd.",12.41
"sita gliptin and
metformin
hydrochloride (er)
tablets
m/s ravenbhel
healthcare pvt. ltd. /
m/s corona
remedies pvt. ltd.",14.2
"ibu profen &
paracetamol
suspension
m/s innova captab
ltd/ m/s dr. reddy’s
laboratories ltd",0.5
